1, 0.001000, 1669113091
1, 0.001000, 1669113322
1, 0.001000, 1669113365
1, 0.001000, 1699703335
1, 0.001000, 1699703402
1, 0.001000, 1699703467
1, 0.001000, 1699703499
1, 0.001000, 1699703692
2, 0.002000, 1699703692
1, 0.001000, 1699703985
2, 0.002000, 1699703985
1, 0.001000, 1699705712
2, 0.002000, 1699705712
1,0.001000,1763634099
2,0.002000,1763634099
1,0.001000,1763634115
2,0.002000,1763634115
1,0.001000,1763634174
2,0.002000,1763634174
1,0.001000,1763634403
2,0.002000,1763634404
3,0.005000,1763634405
