1,0.001000,1763901879
2,0.002000,1763901879
3,0.003000,1763901879
4,0.003000,1763901879
1,0.001000,1763901894
2,0.002000,1763901894
3,0.003000,1763901894
4,0.003000,1763901894
1,0.100000,1763901922
2,0.200000,1763901923
3,0.300000,1763901924
4,0.400000,1763901925
5,0.500000,1763901925
6,0.600000,1763901925
7,0.700000,1763901925
8,0.800000,1763901925
9,0.900000,1763901925
10,1.000000,1763901925
11,0.672000,1763901925
12,0.965000,1763901925
13,0.297000,1763901925
14,0.480000,1763901926
15,0.028000,1763901926
16,0.675000,1763901926
17,0.677000,1763901926
18,0.945000,1763901927
19,0.632000,1763901927
20,0.675000,1763901927
21,0.210000,1763901928
22,0.220000,1763901928
23,0.230000,1763901928
24,0.240000,1763901928
25,0.250000,1763901928
26,0.260000,1763901928
27,0.270000,1763901928
28,0.280000,1763901928
29,0.290000,1763901928
30,0.300000,1763901928
31,3.100000,1763901929
32,3.200000,1763901929
33,3.300000,1763901929
34,3.400000,1763901929
1,0.100000,1763902092
2,0.200000,1763902093
3,0.300000,1763902094
4,0.400000,1763902095
5,0.500000,1763902095
6,0.600000,1763902095
7,0.700000,1763902095
8,0.800000,1763902095
9,0.900000,1763902095
10,1.000000,1763902095
11,0.627000,1763902095
12,0.392000,1763902095
13,0.120000,1763902096
14,0.893000,1763902096
15,0.654000,1763902096
16,0.901000,1763902096
17,0.985000,1763902097
18,0.187000,1763902097
19,0.318000,1763902098
20,0.143000,1763902098
21,0.210000,1763902098
22,0.220000,1763902098
23,0.230000,1763902098
24,0.240000,1763902098
25,0.250000,1763902098
26,0.260000,1763902098
27,0.270000,1763902098
28,0.280000,1763902098
29,0.290000,1763902098
30,0.300000,1763902098
31,3.100000,1763902099
32,3.200000,1763902099
33,3.300000,1763902099
34,3.400000,1763902099
